-7.3755,-6.7341,-6.0928,-5.4514,-4.8101,-4.1687,-3.5274,-2.8861,-2.2447,-1.6034,-0.96202,-0.32067,0.32067,0.96202,1.6034,2.2447,2.8861,3.5274,4.1687,4.8101,5.4514,6.0928,6.7341,7.3755,7.803,7.3755,6.7341,6.0928,5.4514,4.8101,4.1687,3.5274,2.8861,2.2447,1.6034,0.96202,0.32067,-0.32067,-0.96202,-1.6034,-2.2447,-2.8861,-3.5274,-4.1687,-4.8101,-5.4514,-6.0928,-6.7341
-7.3755,-6.7341,-6.0928,-5.4514,-4.8101,-4.1687,-3.5274,-2.8861,-2.2447,-1.6034,-0.96202,-0.32067,0.32067,0.96202,1.6034,2.2447,2.8861,3.5274,4.1687,4.8101,5.4514,6.0928,6.7341,7.3755,7.803,7.3755,6.7341,6.0928,5.4514,4.8101,4.1687,3.5274,2.8861,2.2447,1.6034,0.96202,0.32067,-0.32067,-0.96202,-1.6034,-2.2447,-2.8861,-3.5274,-4.1687,-4.8101,-5.4514,-6.0928,-6.7341
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.262,9.834,9.4064,8.9788,8.5513,8.1237,7.6962,7.2686,6.841,6.4135,5.9859,5.5583,5.1308,4.7032,4.2756,3.8481,3.4205,2.9929,2.5654,2.1378,1.7103,1.2827,0.85513,0.42756,0,-0.42756,-0.85513,-1.2827,-1.7103,-2.1378,-2.5654,-2.9929,-3.4205,-3.8481,-4.2756,-4.7032,-5.1308,-5.5583,-5.9859,-6.4135,-6.841,-7.2686,-7.6962,-8.1237,-8.5513,-8.9788,-9.4064,-9.834
10.262,9.834,9.4064,8.9788,8.5513,8.1237,7.6962,7.2686,6.841,6.4135,5.9859,5.5583,5.1308,4.7032,4.2756,3.8481,3.4205,2.9929,2.5654,2.1378,1.7103,1.2827,0.85513,0.42756,0,-0.42756,-0.85513,-1.2827,-1.7103,-2.1378,-2.5654,-2.9929,-3.4205,-3.8481,-4.2756,-4.7032,-5.1308,-5.5583,-5.9859,-6.4135,-6.841,-7.2686,-7.6962,-8.1237,-8.5513,-8.9788,-9.4064,-9.834
